rule_id,scope,exec_mode,trade_id,year,line,symbol,name,signal_date,entry_date,original_exit_date,exit_date_new,exit_close_new,ret_original,ret_new,exit_reason,hold_bars,policy,selector_family,score_mode
base_original,all,original,116,2019,D,512880,证券ETF,2019-09-03,2019-09-04,2019-12-17,2019-12-17,0.999,0.0363070539419088,0.03630705394190881,original,68,priority_DCS_raw_noskip,conservative_tp,stable_profit
base_original,all,original,117,2019,D,512660,军工ETF,2019-09-17,2019-09-18,2019-12-17,2019-12-17,0.764,-0.0579531442663379,-0.05795314426633791,original,59,priority_DCS_raw_noskip,conservative_tp,stable_profit
base_original,all,original,118,2019,D,159930,能源ETF,2019-09-18,2019-09-19,2019-12-17,2019-12-17,0.697,-0.0238095238095238,-0.023809523809523836,original,58,priority_DCS_raw_noskip,conservative_tp,stable_profit
base_original,all,original,119,2019,D,159930,能源ETF,2019-09-19,2019-09-20,2019-12-17,2019-12-17,0.697,-0.0251748251748251,-0.025174825174825166,original,57,priority_DCS_raw_noskip,conservative_tp,stable_profit
base_original,all,original,120,2019,D,159930,能源ETF,2019-09-20,2019-09-23,2019-12-17,2019-12-17,0.697,-0.0251748251748251,-0.025174825174825166,original,56,priority_DCS_raw_noskip,conservative_tp,stable_profit
base_original,all,original,121,2019,D,159930,能源ETF,2019-09-23,2019-09-24,2019-12-17,2019-12-17,0.697,-0.0210674157303371,-0.021067415730337102,original,55,priority_DCS_raw_noskip,conservative_tp,stable_profit
base_original,all,original,122,2019,D,159930,能源ETF,2019-09-24,2019-09-25,2019-12-17,2019-12-17,0.697,-0.0099431818181818,-0.009943181818181879,original,54,priority_DCS_raw_noskip,conservative_tp,stable_profit
base_original,all,original,123,2019,D,159930,能源ETF,2019-09-25,2019-09-26,2019-12-17,2019-12-17,0.697,0.0043227665706051,0.004322766570605152,original,53,priority_DCS_raw_noskip,conservative_tp,stable_profit
base_original,all,original,124,2019,D,512660,军工ETF,2019-09-26,2019-09-27,2019-12-17,2019-12-17,0.764,-0.0116429495472186,-0.011642949547218673,original,52,priority_DCS_raw_noskip,conservative_tp,stable_profit
base_original,all,original,125,2019,D,159930,能源ETF,2019-09-27,2019-09-30,2019-12-17,2019-12-17,0.697,0.0043227665706051,0.004322766570605152,original,51,priority_DCS_raw_noskip,conservative_tp,stable_profit
